species	Phylum	Class	Order	Family	Genus
Rhodococcus sp. YL-1	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Sphingomonas sp. Ant20	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Leptotrichia sp.	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Vibrio penaeicida	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Marivirga lumbricoides	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga
Oceaniovalibus guishaninsula JLT2003	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceaniovalibus
Serratia sp. ATCC 39006	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
Helicobacter suis HS1	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
Nocardioides daejeonensis	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Chitinophaga japonensis	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga
Chitinophaga filiformis	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga
BRC1 bacterium SCGC AAA257-C11	Candidatus Sumerlaeota				
Cloacimonetes bacterium SCGC AAA252-D03	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-E20	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-F02	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-G08	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-I11	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-I16	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-K16	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-L05	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-L13	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-M08	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-N05	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-N14	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-N17	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-O02	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-O17	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-P02	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-P10	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA252-P14	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA255-B16	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA255-C20	Candidatus Cloacimonetes				
Cloacimonetes bacterium SCGC AAA255-L20	Candidatus Cloacimonetes				
Hydrogenedentes bacterium JGI 0000039-J10	Candidatus Hydrogenedentes				
Hydrogenedentes bacterium JGI 0000059-N10	Candidatus Hydrogenedentes				
Parcubacteria bacterium SCGC AAA011-A08	Candidatus Parcubacteria				
Parcubacteria bacterium SCGC AAA011-A09	Candidatus Parcubacteria				
Parcubacteria bacterium SCGC AAA011-J21	Candidatus Parcubacteria				
Acetothermia bacterium SCGC AAA255-C06	Candidatus Bipolaricaulota				
Parcubacteria bacterium SCGC AAA010-E09	Candidatus Parcubacteria				
Microgenomates bacterium SCGC AAA255-J07	Candidatus Microgenomates				
Omnitrophica bacterium SCGC AAA252-B19	Candidatus Omnitrophica				
Omnitrophica bacterium SCGC AAA257-O07	Candidatus Omnitrophica				
Marinimicrobia bacterium SCGC AAA011-A05	Candidatus Marinimicrobia				
Omnitrophica bacterium SCGC AAA011-L16	Candidatus Omnitrophica				
Caldiserica bacterium JGI 0000059-M03	Caldiserica				
Aminicenantes bacterium SCGC AAA252-A02	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-B17	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-C08	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-D06	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-D18	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-F08	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-G04	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-G06	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-G21	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-I14	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-J09	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-J15	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-J21	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-K07	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-K18	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-L02	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-L10	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-N06	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-N07	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-O09	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-O10	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-O11	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-O19	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-P13	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA252-P19	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-A06	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-E05	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-E10	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-F06	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-F09	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-K14	Candidatus Aminicenantes				
Aminicenantes bacterium SCGC AAA255-O15	Candidatus Aminicenantes				
Atribacteria bacterium SCGC AAA255-E04	Candidatus Atribacteria				
Atribacteria bacterium SCGC AAA255-G05	Candidatus Atribacteria				
Atribacteria bacterium SCGC AAA255-N14	Candidatus Atribacteria				
Atribacteria bacterium JGI 0000059-I14	Candidatus Atribacteria				
Marinimicrobia bacterium SCGC AAA257-N23	Candidatus Marinimicrobia				
Marinimicrobia bacterium JGI 0000039-D08	Candidatus Marinimicrobia				
Marinimicrobia bacterium JGI 0000039-O11	Candidatus Marinimicrobia				
Marinimicrobia bacterium JGI 0000059-D20	Candidatus Marinimicrobia				
Marinimicrobia bacterium JGI 0000059-E23	Candidatus Marinimicrobia				
Marinimicrobia bacterium JGI 0000059-L03	Candidatus Marinimicrobia				
WS1 bacterium JGI 0000059-K21					
Latescibacteria bacterium SCGC AAA257-K07	Candidatus Latescibacteria				
Cloacimonetes bacterium JGI 0000039-A21	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000039-G13	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000039-I17	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000039-M09	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000039-P09	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000059-F17	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000059-L07	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000059-P03	Candidatus Cloacimonetes				
Cloacimonetes bacterium JGI 0000059-P11	Candidatus Cloacimonetes				
Nocardia sp. CS682	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Marichromatium gracile	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
Streptomyces uncialis	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Geobacillus sp. FW23	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Marininema mesophilum	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Marininema
Fusibacter sp. 3D3	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Fusibacter
Compostimonas suwonensis	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Compostimonas
Aliidiomarina shirensis	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina
Rhizobium sp. 42MFCr.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Candidatus Moranella endobia PCIT	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Moranella
Anditalea andensis	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Anditalea
Allochromatium vinosum DSM 180	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium
Litoreibacter meonggei	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litoreibacter
Lactobacillus frumenti DSM 13145	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Kocuria indica	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
Rhodococcus enclensis	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Thermochromatium tepidum ATCC 43061	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thermochromatium
Ornithinimicrobium murale	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium
Corynebacterium epidermidicanis	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Paenibacillus sp. Aloe-11	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Thiomonas sp. X19	Proteobacteria	Betaproteobacteria	Burkholderiales	Thiomonas	
[Propionibacterium] humerusii P08	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
Acinetobacter sp. V2	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Halorhodospira halochloris	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira
Ralstonia mannitolilytica	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
Bathymodiolus brooksi thiotrophic gill symbiont					
Bathymodiolus heckerae thiotrophic gill symbiont					
Klenkia soli	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Klenkia
Bacillus fumarioli NBRC 102428	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Fervidibacteria bacterium SCGC AAA471-D06	Candidatus Fervidibacteria				
Calescamantes bacterium SCGC AAA471-M6	Candidatus Calescamantes				
Fervidibacteria bacterium JGI 0000001-B9	Candidatus Fervidibacteria				
Fervidibacteria bacterium JGI 0000001-D5	Candidatus Fervidibacteria				
Fervidibacteria bacterium JGI 0000001-G10	Candidatus Fervidibacteria				
Aerophobetes bacterium SCGC AAA255-F10	Candidatus Aerophobetes				
Parcubacteria bacterium SCGC AAA040-L21	Candidatus Parcubacteria				
Parcubacteria bacterium SCGC AAA036-E14	Candidatus Parcubacteria				
Halorhodospira halophila SL1	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira
Komagataeibacter sucrofermentans	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter
Marinomonas hwangdonensis	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
Arcobacter venerupis	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
Arcobacter cloacae	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
Sphingobium barthaii	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Lactobacillus yonginensis	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Streptacidiphilus neutrinimicus	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus
Rhodobacter viridis	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Acetobacteraceae bacterium AT-5844	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	
Streptacidiphilus carbonis	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus
Streptacidiphilus albus JL83	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus
Rivicola pingtungensis	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Rivicola
Desulfohalotomaculum alkaliphilum DSM 12257	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfohalotomaculum
Candidatus Arthromitus sp. SFB-1	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
Candidatus Arthromitus sp. SFB-2	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
Candidatus Arthromitus sp. SFB-3	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
Candidatus Arthromitus sp. SFB-4	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
Candidatus Arthromitus sp. SFB-5	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
Candidatus Arthromitus sp. SFB-co	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus
Roseovarius marisflavi	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
Cobetia amphilecti	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia
Comamonas sp. B-9	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
Streptomyces sp. W007	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Pseudomonas sp. CCM 7891	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. CCM 7893	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Methylotenera versatilis 301	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera
Methylibium petroleiphilum PM1	Proteobacteria	Betaproteobacteria	Burkholderiales	Methylibium	
Muricauda antarctica	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda
Arthrobacter sp. CAL618	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Pseudoalteromonas sp. AC163	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Pseudoalteromonas sp. TB51	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Psychrobacter sp. AC24	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Psychrobacter sp. TB2	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Psychrobacter sp. TB67	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Lactobacillus algidus DSM 15638	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Pseudomonas sp. A31/70	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Photobacterium marinum	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
Grimontia indica	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia
Morococcus cerebrosus	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Morococcus
Prolinoborus fasciculus	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Prolinoborus
Nocardia sp. BMG51109	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Ensifer sp. BR816	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer
Aeromonas bestiarum	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
Thiocapsa roseopersicina	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa
Anaerostipes caccae DSM 14662	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Anaerobutyricum soehngenii	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
Methylosarcina fibrata AML-C10	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylosarcina
Runella slithyformis DSM 19594	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella
Rhodobacter capsulatus SB 1003	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Rhodobacter sp.	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Rhodobacter sphaeroides 2.4.1	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Frankia casuarinae	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia
Streptosporangium subroseum	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium
Thermoanaerobacter siderophilus SR4	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
Pseudoflavonifractor capillosus ATCC 29799	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor
Cupriavidus necator N-1	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
Ensifer adhaerens	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer
Rhodocyclus tenuis	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus
Thioalkalivibrio versutus	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio
Acinetobacter bereziniae	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Acinetobacter guillouiae NIPH 991	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Acinetobacter nosocomialis	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Marinobacter sp. DS40M8	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
Rickettsia asembonensis	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
Rhodomicrobium vannielii ATCC 17100	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium
Amycolatopsis halophila YIM 93223	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
Mycolicibacillus koreensis	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacillus
Alcaligenes sp. HPC1271	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
Listeria fleischmannii subsp. coloradonensis	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Pedobacter kyungheensis	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Candidatus Gullanella endobia	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Gullanella
Geodermatophilus nigrescens	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus
Microbacterium sp. BR1	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
Rhodopila globiformis	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodopila
Lysinibacillus meyeri	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Domibacillus robiginosus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Domibacillus
Bacillus sp. MSP13	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. MSP5.4	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. NSP22.2	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. NSP9.1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. SB47	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus sp. SB49	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Acinetobacter sp. NBRC 100985	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Streptomyces sp. SM12	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Caballeronia grimmiae	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia
Bacillus mesophilum	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Riemerella columbipharyngis	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella
Pasteurella oralis	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
Corynebacterium uterequi	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Achromobacter sp. SLBN-14	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Microbacterium lemovicicum	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
Pseudoxanthomonas wuyuanensis	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
Pseudoalteromonas ulvae	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Salegentibacter echinorum	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter
