GeneID	Chr	Start	End	Strand
BSGatlas-TSS-2983	NC_000964.3	3741128	3741137	+
BSGatlas-TSS-2984	NC_000964.3	3742620	3742629	+
BSGatlas-TSS-2985	NC_000964.3	3744231	3744240	-
BSGatlas-TSS-2986	NC_000964.3	3744299	3744308	+
BSGatlas-TSS-2987	NC_000964.3	3744314	3744323	+
BSGatlas-TSS-2988	NC_000964.3	3744317	3744326	-
BSGatlas-TSS-2989	NC_000964.3	3747147	3747156	+
BSGatlas-TSS-2990	NC_000964.3	3747168	3747177	-
BSGatlas-TSS-2991	NC_000964.3	3748331	3748340	-
BSGatlas-TSS-2992	NC_000964.3	3748859	3748868	-
BSGatlas-TSS-2993	NC_000964.3	3749004	3749013	+
BSGatlas-TSS-2994	NC_000964.3	3752222	3752231	-
BSGatlas-TSS-2995	NC_000964.3	3753811	3753820	-
BSGatlas-TSS-2996	NC_000964.3	3755894	3755903	-
BSGatlas-TSS-2997	NC_000964.3	3756538	3756547	-
BSGatlas-TSS-2998	NC_000964.3	3756740	3756749	+
BSGatlas-TSS-2999	NC_000964.3	3757618	3757627	-
BSGatlas-TSS-3000	NC_000964.3	3757887	3757896	+
BSGatlas-TSS-3001	NC_000964.3	3758442	3758451	+
BSGatlas-TSS-3002	NC_000964.3	3758517	3758526	+
BSGatlas-TSS-3003	NC_000964.3	3758652	3758661	-
BSGatlas-TSS-3004	NC_000964.3	3759624	3759633	-
BSGatlas-TSS-3005	NC_000964.3	3759675	3759684	-
BSGatlas-TSS-3006	NC_000964.3	3760205	3760214	+
BSGatlas-TSS-3007	NC_000964.3	3760553	3760562	+
BSGatlas-TSS-3008	NC_000964.3	3760564	3760573	-
BSGatlas-TSS-3009	NC_000964.3	3760950	3760959	+
BSGatlas-TSS-3010	NC_000964.3	3762474	3762483	-
BSGatlas-TSS-3011	NC_000964.3	3762579	3762588	+
BSGatlas-TSS-3012	NC_000964.3	3762773	3762782	-
BSGatlas-TSS-3013	NC_000964.3	3763118	3763127	-
BSGatlas-TSS-3014	NC_000964.3	3764918	3764927	-
BSGatlas-TSS-3015	NC_000964.3	3764999	3765008	+
BSGatlas-TSS-3016	NC_000964.3	3766635	3766644	-
BSGatlas-TSS-3017	NC_000964.3	3769190	3769199	-
BSGatlas-TSS-3018	NC_000964.3	3769375	3769384	-
BSGatlas-TSS-3019	NC_000964.3	3769944	3769953	-
BSGatlas-TSS-3020	NC_000964.3	3770079	3770088	+
BSGatlas-TSS-3021	NC_000964.3	3770326	3770335	-
BSGatlas-TSS-3022	NC_000964.3	3770905	3770914	-
BSGatlas-TSS-3023	NC_000964.3	3772164	3772173	-
BSGatlas-TSS-3024	NC_000964.3	3772243	3772252	-
BSGatlas-TSS-3025	NC_000964.3	3774183	3774192	-
BSGatlas-TSS-3026	NC_000964.3	3774570	3774579	-
BSGatlas-TSS-3027	NC_000964.3	3776745	3776754	+
BSGatlas-TSS-3028	NC_000964.3	3777781	3777790	-
BSGatlas-TSS-3029	NC_000964.3	3777889	3777898	+
BSGatlas-TSS-3030	NC_000964.3	3779287	3779296	-
BSGatlas-TSS-3031	NC_000964.3	3779661	3779670	-
BSGatlas-TSS-3032	NC_000964.3	3779793	3779802	-
BSGatlas-TSS-3033	NC_000964.3	3780529	3780538	+
BSGatlas-TSS-3034	NC_000964.3	3780652	3780661	-
BSGatlas-TSS-3035	NC_000964.3	3781465	3781474	-
BSGatlas-TSS-3036	NC_000964.3	3787481	3787490	+
BSGatlas-TSS-3037	NC_000964.3	3787691	3787700	-
BSGatlas-TSS-3038	NC_000964.3	3788240	3788249	+
BSGatlas-TSS-3039	NC_000964.3	3788271	3788280	-
BSGatlas-TSS-3040	NC_000964.3	3789119	3789128	-
BSGatlas-TSS-3041	NC_000964.3	3790477	3790486	-
BSGatlas-TSS-3042	NC_000964.3	3791745	3791754	-
BSGatlas-TSS-3043	NC_000964.3	3792289	3792298	-
BSGatlas-TSS-3044	NC_000964.3	3792927	3792936	-
BSGatlas-TSS-3045	NC_000964.3	3794071	3794080	-
BSGatlas-TSS-3046	NC_000964.3	3795116	3795125	-
BSGatlas-TSS-3047	NC_000964.3	3795380	3795389	-
BSGatlas-TSS-3048	NC_000964.3	3795451	3795460	+
BSGatlas-TSS-3049	NC_000964.3	3796227	3796236	-
BSGatlas-TSS-3050	NC_000964.3	3798204	3798213	-
BSGatlas-TSS-3051	NC_000964.3	3798261	3798270	+
BSGatlas-TSS-3052	NC_000964.3	3798317	3798326	-
BSGatlas-TSS-3053	NC_000964.3	3798750	3798759	+
BSGatlas-TSS-3054	NC_000964.3	3799273	3799282	+
BSGatlas-TSS-3055	NC_000964.3	3800385	3800394	-
BSGatlas-TSS-3056	NC_000964.3	3800897	3800906	-
BSGatlas-TSS-3057	NC_000964.3	3802242	3802251	-
BSGatlas-TSS-3058	NC_000964.3	3803356	3803365	-
BSGatlas-TSS-3059	NC_000964.3	3804983	3804992	-
BSGatlas-TSS-3060	NC_000964.3	3805697	3805706	+
BSGatlas-TSS-3061	NC_000964.3	3809493	3809502	-
BSGatlas-TSS-3062	NC_000964.3	3809963	3809972	-
BSGatlas-TSS-3063	NC_000964.3	3809995	3810004	-
BSGatlas-TSS-3064	NC_000964.3	3810008	3810017	+
BSGatlas-TSS-3065	NC_000964.3	3810053	3810062	+
BSGatlas-TSS-3066	NC_000964.3	3810581	3810590	+
BSGatlas-TSS-3067	NC_000964.3	3810616	3810625	-
BSGatlas-TSS-3068	NC_000964.3	3812476	3812485	-
BSGatlas-TSS-3069	NC_000964.3	3813144	3813153	-
BSGatlas-TSS-3070	NC_000964.3	3813146	3813155	-
BSGatlas-TSS-3071	NC_000964.3	3816559	3816568	-
BSGatlas-TSS-3072	NC_000964.3	3816618	3816627	+
BSGatlas-TSS-3073	NC_000964.3	3817722	3817731	-
BSGatlas-TSS-3074	NC_000964.3	3818871	3818880	+
BSGatlas-TSS-3075	NC_000964.3	3821526	3821535	-
BSGatlas-TSS-3076	NC_000964.3	3823111	3823120	-
BSGatlas-TSS-3077	NC_000964.3	3829974	3829983	-
BSGatlas-TSS-3078	NC_000964.3	3829975	3829984	-
BSGatlas-TSS-3079	NC_000964.3	3830639	3830648	-
BSGatlas-TSS-3080	NC_000964.3	3830719	3830728	+
BSGatlas-TSS-3081	NC_000964.3	3832253	3832262	-
BSGatlas-TSS-3082	NC_000964.3	3833542	3833551	-
BSGatlas-TSS-3083	NC_000964.3	3835815	3835824	+
BSGatlas-TSS-3084	NC_000964.3	3835826	3835835	-
BSGatlas-TSS-3085	NC_000964.3	3835893	3835902	-
BSGatlas-TSS-3086	NC_000964.3	3836008	3836017	+
BSGatlas-TSS-3087	NC_000964.3	3836312	3836321	+
BSGatlas-TSS-3088	NC_000964.3	3845822	3845831	-
BSGatlas-TSS-3089	NC_000964.3	3845947	3845956	+
BSGatlas-TSS-3090	NC_000964.3	3847038	3847047	+
BSGatlas-TSS-3091	NC_000964.3	3849697	3849706	-
BSGatlas-TSS-3092	NC_000964.3	3849786	3849795	+
BSGatlas-TSS-3093	NC_000964.3	3853416	3853425	+
BSGatlas-TSS-3094	NC_000964.3	3853428	3853437	-
BSGatlas-TSS-3095	NC_000964.3	3854194	3854203	-
BSGatlas-TSS-3096	NC_000964.3	3855452	3855461	-
BSGatlas-TSS-3097	NC_000964.3	3856958	3856967	+
BSGatlas-TSS-3098	NC_000964.3	3856991	3857000	-
BSGatlas-TSS-3099	NC_000964.3	3860871	3860880	-
BSGatlas-TSS-3100	NC_000964.3	3861303	3861312	-
BSGatlas-TSS-3101	NC_000964.3	3861390	3861399	+
BSGatlas-TSS-3102	NC_000964.3	3862322	3862331	+
BSGatlas-TSS-3103	NC_000964.3	3863284	3863293	-
BSGatlas-TSS-3104	NC_000964.3	3865251	3865260	-
BSGatlas-TSS-3105	NC_000964.3	3866360	3866369	-
BSGatlas-TSS-3106	NC_000964.3	3866383	3866392	-
BSGatlas-TSS-3107	NC_000964.3	3866474	3866483	-
BSGatlas-TSS-3108	NC_000964.3	3866550	3866559	+
BSGatlas-TSS-3109	NC_000964.3	3867447	3867456	+
BSGatlas-TSS-3110	NC_000964.3	3873470	3873479	-
BSGatlas-TSS-3111	NC_000964.3	3873766	3873775	+
BSGatlas-TSS-3112	NC_000964.3	3874216	3874225	-
BSGatlas-TSS-3113	NC_000964.3	3875621	3875630	-
BSGatlas-TSS-3114	NC_000964.3	3877870	3877879	-
BSGatlas-TSS-3115	NC_000964.3	3880547	3880556	-
BSGatlas-TSS-3116	NC_000964.3	3882098	3882107	-
BSGatlas-TSS-3117	NC_000964.3	3882763	3882772	-
BSGatlas-TSS-3118	NC_000964.3	3883072	3883081	+
BSGatlas-TSS-3119	NC_000964.3	3885998	3886007	+
BSGatlas-TSS-3120	NC_000964.3	3886915	3886924	+
BSGatlas-TSS-3121	NC_000964.3	3893156	3893165	-
BSGatlas-TSS-3122	NC_000964.3	3893320	3893329	+
BSGatlas-TSS-3123	NC_000964.3	3896159	3896168	-
BSGatlas-TSS-3124	NC_000964.3	3896246	3896255	+
BSGatlas-TSS-3125	NC_000964.3	3898202	3898211	-
BSGatlas-TSS-3126	NC_000964.3	3898686	3898695	-
BSGatlas-TSS-3127	NC_000964.3	3899214	3899223	-
BSGatlas-TSS-3128	NC_000964.3	3900849	3900858	-
BSGatlas-TSS-3129	NC_000964.3	3900916	3900925	+
BSGatlas-TSS-3130	NC_000964.3	3902131	3902140	-
BSGatlas-TSS-3131	NC_000964.3	3905061	3905070	-
BSGatlas-TSS-3132	NC_000964.3	3905127	3905136	-
BSGatlas-TSS-3133	NC_000964.3	3905176	3905185	-
BSGatlas-TSS-3134	NC_000964.3	3905276	3905285	+
BSGatlas-TSS-3135	NC_000964.3	3907001	3907010	-
BSGatlas-TSS-3136	NC_000964.3	3907450	3907459	-
BSGatlas-TSS-3137	NC_000964.3	3907783	3907792	+
BSGatlas-TSS-3138	NC_000964.3	3907997	3908006	+
BSGatlas-TSS-3139	NC_000964.3	3912242	3912251	-
BSGatlas-TSS-3140	NC_000964.3	3913642	3913651	-
BSGatlas-TSS-3141	NC_000964.3	3913893	3913902	+
BSGatlas-TSS-3142	NC_000964.3	3916533	3916542	+
BSGatlas-TSS-3143	NC_000964.3	3917017	3917026	+
BSGatlas-TSS-3144	NC_000964.3	3918327	3918336	-
BSGatlas-TSS-3145	NC_000964.3	3918469	3918478	+
BSGatlas-TSS-3146	NC_000964.3	3918514	3918523	-
BSGatlas-TSS-3147	NC_000964.3	3918625	3918634	-
BSGatlas-TSS-3148	NC_000964.3	3918720	3918729	-
BSGatlas-TSS-3149	NC_000964.3	3918730	3918739	+
BSGatlas-TSS-3150	NC_000964.3	3921847	3921856	-
BSGatlas-TSS-3151	NC_000964.3	3922991	3923000	-
BSGatlas-TSS-3152	NC_000964.3	3923126	3923135	+
BSGatlas-TSS-3153	NC_000964.3	3923859	3923868	+
BSGatlas-TSS-3154	NC_000964.3	3924047	3924056	-
BSGatlas-TSS-3155	NC_000964.3	3928034	3928043	-
BSGatlas-TSS-3156	NC_000964.3	3930591	3930600	-
BSGatlas-TSS-3157	NC_000964.3	3932846	3932855	-
BSGatlas-TSS-3158	NC_000964.3	3933147	3933156	-
BSGatlas-TSS-3159	NC_000964.3	3933168	3933177	+
BSGatlas-TSS-3160	NC_000964.3	3934311	3934320	+
BSGatlas-TSS-3161	NC_000964.3	3937051	3937060	-
BSGatlas-TSS-3162	NC_000964.3	3937085	3937094	+
BSGatlas-TSS-3163	NC_000964.3	3938261	3938270	-
BSGatlas-TSS-3164	NC_000964.3	3939709	3939718	-
BSGatlas-TSS-3165	NC_000964.3	3939813	3939822	+
BSGatlas-TSS-3166	NC_000964.3	3939836	3939845	+
BSGatlas-TSS-3167	NC_000964.3	3941011	3941020	-
BSGatlas-TSS-3168	NC_000964.3	3941942	3941951	+
BSGatlas-TSS-3169	NC_000964.3	3942177	3942186	+
BSGatlas-TSS-3170	NC_000964.3	3945442	3945451	-
BSGatlas-TSS-3171	NC_000964.3	3945663	3945672	+
BSGatlas-TSS-3172	NC_000964.3	3946269	3946278	-
BSGatlas-TSS-3173	NC_000964.3	3946344	3946353	+
BSGatlas-TSS-3174	NC_000964.3	3948515	3948524	+
BSGatlas-TSS-3175	NC_000964.3	3950620	3950629	-
BSGatlas-TSS-3176	NC_000964.3	3951427	3951436	+
BSGatlas-TSS-3177	NC_000964.3	3951746	3951755	-
BSGatlas-TSS-3178	NC_000964.3	3951791	3951800	-
BSGatlas-TSS-3179	NC_000964.3	3951930	3951939	+
BSGatlas-TSS-3180	NC_000964.3	3952039	3952048	+
BSGatlas-TSS-3181	NC_000964.3	3952066	3952075	+
BSGatlas-TSS-3182	NC_000964.3	3952077	3952086	-
BSGatlas-TSS-3183	NC_000964.3	3957327	3957336	+
BSGatlas-TSS-3184	NC_000964.3	3961918	3961927	-
BSGatlas-TSS-3185	NC_000964.3	3962692	3962701	+
BSGatlas-TSS-3186	NC_000964.3	3964002	3964011	-
BSGatlas-TSS-3187	NC_000964.3	3964904	3964913	-
BSGatlas-TSS-3188	NC_000964.3	3964934	3964943	-
BSGatlas-TSS-3189	NC_000964.3	3964968	3964977	+
BSGatlas-TSS-3190	NC_000964.3	3964969	3964978	+
BSGatlas-TSS-3191	NC_000964.3	3966696	3966705	+
BSGatlas-TSS-3192	NC_000964.3	3970151	3970160	+
BSGatlas-TSS-3193	NC_000964.3	3970875	3970884	-
BSGatlas-TSS-3194	NC_000964.3	3970876	3970885	-
BSGatlas-TSS-3195	NC_000964.3	3971004	3971013	+
BSGatlas-TSS-3196	NC_000964.3	3971879	3971888	-
BSGatlas-TSS-3197	NC_000964.3	3973309	3973318	-
BSGatlas-TSS-3198	NC_000964.3	3973353	3973362	-
BSGatlas-TSS-3199	NC_000964.3	3977687	3977696	-
BSGatlas-TSS-3200	NC_000964.3	3979387	3979396	-
BSGatlas-TSS-3201	NC_000964.3	3979525	3979534	-
BSGatlas-TSS-3202	NC_000964.3	3979686	3979695	+
BSGatlas-TSS-3203	NC_000964.3	3981182	3981191	+
BSGatlas-TSS-3204	NC_000964.3	3982942	3982951	+
BSGatlas-TSS-3205	NC_000964.3	3984067	3984076	-
BSGatlas-TSS-3206	NC_000964.3	3985277	3985286	-
BSGatlas-TSS-3207	NC_000964.3	3986287	3986296	-
BSGatlas-TSS-3208	NC_000964.3	3986343	3986352	+
BSGatlas-TSS-3209	NC_000964.3	3986387	3986396	+
BSGatlas-TSS-3210	NC_000964.3	3987323	3987332	-
BSGatlas-TSS-3211	NC_000964.3	3988976	3988985	-
BSGatlas-TSS-3212	NC_000964.3	3989083	3989092	+
BSGatlas-TSS-3213	NC_000964.3	3989180	3989189	+
BSGatlas-TSS-3214	NC_000964.3	3989719	3989728	-
BSGatlas-TSS-3215	NC_000964.3	3990991	3991000	-
BSGatlas-TSS-3216	NC_000964.3	3991613	3991622	-
BSGatlas-TSS-3217	NC_000964.3	3991634	3991643	+
BSGatlas-TSS-3218	NC_000964.3	3992053	3992062	-
BSGatlas-TSS-3219	NC_000964.3	3995040	3995049	+
BSGatlas-TSS-3220	NC_000964.3	3996372	3996381	+
BSGatlas-TSS-3221	NC_000964.3	3996624	3996633	+
BSGatlas-TSS-3222	NC_000964.3	3996726	3996735	+
BSGatlas-TSS-3223	NC_000964.3	3996881	3996890	+
BSGatlas-TSS-3224	NC_000964.3	3997189	3997198	+
BSGatlas-TSS-3225	NC_000964.3	3997740	3997749	+
BSGatlas-TSS-3226	NC_000964.3	3998481	3998490	-
BSGatlas-TSS-3227	NC_000964.3	3999126	3999135	+
BSGatlas-TSS-3228	NC_000964.3	4003318	4003327	-
BSGatlas-TSS-3229	NC_000964.3	4004206	4004215	-
BSGatlas-TSS-3230	NC_000964.3	4005319	4005328	-
BSGatlas-TSS-3231	NC_000964.3	4005508	4005517	+
BSGatlas-TSS-3232	NC_000964.3	4005726	4005735	+
BSGatlas-TSS-3233	NC_000964.3	4006049	4006058	-
BSGatlas-TSS-3234	NC_000964.3	4007719	4007728	-
BSGatlas-TSS-3235	NC_000964.3	4008132	4008141	-
BSGatlas-TSS-3236	NC_000964.3	4010232	4010241	-
BSGatlas-TSS-3237	NC_000964.3	4010310	4010319	+
BSGatlas-TSS-3238	NC_000964.3	4012609	4012618	-
BSGatlas-TSS-3239	NC_000964.3	4013731	4013740	-
BSGatlas-TSS-3240	NC_000964.3	4014528	4014537	-
BSGatlas-TSS-3241	NC_000964.3	4014636	4014645	+
BSGatlas-TSS-3242	NC_000964.3	4015418	4015427	-
BSGatlas-TSS-3243	NC_000964.3	4017464	4017473	-
BSGatlas-TSS-3244	NC_000964.3	4018696	4018705	-
BSGatlas-TSS-3245	NC_000964.3	4030564	4030573	+
BSGatlas-TSS-3246	NC_000964.3	4030580	4030589	-
BSGatlas-TSS-3247	NC_000964.3	4032284	4032293	-
BSGatlas-TSS-3248	NC_000964.3	4035636	4035645	-
BSGatlas-TSS-3249	NC_000964.3	4035813	4035822	-
BSGatlas-TSS-3250	NC_000964.3	4037660	4037669	-
BSGatlas-TSS-3251	NC_000964.3	4039222	4039231	-
BSGatlas-TSS-3252	NC_000964.3	4040982	4040991	-
BSGatlas-TSS-3253	NC_000964.3	4041070	4041079	-
BSGatlas-TSS-3254	NC_000964.3	4041378	4041387	-
BSGatlas-TSS-3255	NC_000964.3	4041446	4041455	+
BSGatlas-TSS-3256	NC_000964.3	4052235	4052244	+
BSGatlas-TSS-3257	NC_000964.3	4052301	4052310	-
BSGatlas-TSS-3258	NC_000964.3	4053368	4053377	-
BSGatlas-TSS-3259	NC_000964.3	4054316	4054325	-
BSGatlas-TSS-3260	NC_000964.3	4059870	4059879	+
BSGatlas-TSS-3261	NC_000964.3	4062220	4062229	-
BSGatlas-TSS-3262	NC_000964.3	4062221	4062230	-
BSGatlas-TSS-3263	NC_000964.3	4062708	4062717	+
BSGatlas-TSS-3264	NC_000964.3	4063592	4063601	-
BSGatlas-TSS-3265	NC_000964.3	4064546	4064555	-
BSGatlas-TSS-3266	NC_000964.3	4065547	4065556	+
BSGatlas-TSS-3267	NC_000964.3	4065565	4065574	-
BSGatlas-TSS-3268	NC_000964.3	4065977	4065986	-
BSGatlas-TSS-3269	NC_000964.3	4066065	4066074	-
BSGatlas-TSS-3270	NC_000964.3	4066172	4066181	+
BSGatlas-TSS-3271	NC_000964.3	4067033	4067042	-
BSGatlas-TSS-3272	NC_000964.3	4067121	4067130	-
BSGatlas-TSS-3273	NC_000964.3	4067119	4067128	+
BSGatlas-TSS-3274	NC_000964.3	4067571	4067580	+
BSGatlas-TSS-3275	NC_000964.3	4073015	4073024	-
BSGatlas-TSS-3276	NC_000964.3	4084412	4084421	+
BSGatlas-TSS-3277	NC_000964.3	4084571	4084580	-
BSGatlas-TSS-3278	NC_000964.3	4084727	4084736	+
BSGatlas-TSS-3279	NC_000964.3	4084756	4084765	-
BSGatlas-TSS-3280	NC_000964.3	4084765	4084774	+
BSGatlas-TSS-3281	NC_000964.3	4085563	4085572	+
BSGatlas-TSS-3282	NC_000964.3	4086641	4086650	+
BSGatlas-TSS-3283	NC_000964.3	4087935	4087944	+
BSGatlas-TSS-3284	NC_000964.3	4091343	4091352	-
BSGatlas-TSS-3285	NC_000964.3	4091404	4091413	-
BSGatlas-TSS-3286	NC_000964.3	4091756	4091765	-
BSGatlas-TSS-3287	NC_000964.3	4091808	4091817	+
BSGatlas-TSS-3288	NC_000964.3	4093933	4093942	-
BSGatlas-TSS-3289	NC_000964.3	4096945	4096954	-
BSGatlas-TSS-3290	NC_000964.3	4096986	4096995	+
BSGatlas-TSS-3291	NC_000964.3	4097014	4097023	-
BSGatlas-TSS-3292	NC_000964.3	4102140	4102149	-
BSGatlas-TSS-3293	NC_000964.3	4103702	4103711	-
BSGatlas-TSS-3294	NC_000964.3	4104226	4104235	-
BSGatlas-TSS-3295	NC_000964.3	4104391	4104400	+
BSGatlas-TSS-3296	NC_000964.3	4107329	4107338	-
BSGatlas-TSS-3297	NC_000964.3	4107967	4107976	-
BSGatlas-TSS-3298	NC_000964.3	4108021	4108030	+
BSGatlas-TSS-3299	NC_000964.3	4109671	4109680	+
BSGatlas-TSS-3300	NC_000964.3	4109745	4109754	-
BSGatlas-TSS-3301	NC_000964.3	4111958	4111967	+
BSGatlas-TSS-3302	NC_000964.3	4112032	4112041	-
BSGatlas-TSS-3303	NC_000964.3	4113258	4113267	-
BSGatlas-TSS-3304	NC_000964.3	4113378	4113387	+
BSGatlas-TSS-3305	NC_000964.3	4116534	4116543	+
BSGatlas-TSS-3306	NC_000964.3	4117049	4117058	+
BSGatlas-TSS-3307	NC_000964.3	4117056	4117065	+
BSGatlas-TSS-3308	NC_000964.3	4118580	4118589	+
BSGatlas-TSS-3309	NC_000964.3	4118881	4118890	+
BSGatlas-TSS-3310	NC_000964.3	4118922	4118931	-
BSGatlas-TSS-3311	NC_000964.3	4118932	4118941	+
BSGatlas-TSS-3312	NC_000964.3	4123060	4123069	-
BSGatlas-TSS-3313	NC_000964.3	4123153	4123162	+
BSGatlas-TSS-3314	NC_000964.3	4124872	4124881	+
BSGatlas-TSS-3315	NC_000964.3	4126203	4126212	-
BSGatlas-TSS-3316	NC_000964.3	4127479	4127488	+
BSGatlas-TSS-3317	NC_000964.3	4127556	4127565	+
BSGatlas-TSS-3318	NC_000964.3	4127669	4127678	-
BSGatlas-TSS-3319	NC_000964.3	4128019	4128028	+
BSGatlas-TSS-3320	NC_000964.3	4131406	4131415	+
BSGatlas-TSS-3321	NC_000964.3	4133448	4133457	+
BSGatlas-TSS-3322	NC_000964.3	4135220	4135229	-
BSGatlas-TSS-3323	NC_000964.3	4135321	4135330	+
BSGatlas-TSS-3324	NC_000964.3	4137049	4137058	-
BSGatlas-TSS-3325	NC_000964.3	4137291	4137300	-
BSGatlas-TSS-3326	NC_000964.3	4137665	4137674	-
BSGatlas-TSS-3327	NC_000964.3	4139582	4139591	-
BSGatlas-TSS-3328	NC_000964.3	4140210	4140219	+
BSGatlas-TSS-3329	NC_000964.3	4140217	4140226	-
BSGatlas-TSS-3330	NC_000964.3	4140494	4140503	-
BSGatlas-TSS-3331	NC_000964.3	4141113	4141122	+
BSGatlas-TSS-3332	NC_000964.3	4145550	4145559	-
BSGatlas-TSS-3333	NC_000964.3	4145708	4145717	+
BSGatlas-TSS-3334	NC_000964.3	4148798	4148807	-
BSGatlas-TSS-3335	NC_000964.3	4154497	4154506	-
BSGatlas-TSS-3336	NC_000964.3	4154691	4154700	-
BSGatlas-TSS-3337	NC_000964.3	4155189	4155198	+
BSGatlas-TSS-3338	NC_000964.3	4155303	4155312	-
BSGatlas-TSS-3339	NC_000964.3	4155377	4155386	-
BSGatlas-TSS-3340	NC_000964.3	4156766	4156775	-
BSGatlas-TSS-3341	NC_000964.3	4157356	4157365	-
BSGatlas-TSS-3342	NC_000964.3	4158877	4158886	-
BSGatlas-TSS-3343	NC_000964.3	4158965	4158974	+
BSGatlas-TSS-3344	NC_000964.3	4159538	4159547	+
BSGatlas-TSS-3345	NC_000964.3	4159762	4159771	-
BSGatlas-TSS-3346	NC_000964.3	4164124	4164133	-
BSGatlas-TSS-3347	NC_000964.3	4164560	4164569	+
BSGatlas-TSS-3348	NC_000964.3	4166722	4166731	-
BSGatlas-TSS-3349	NC_000964.3	4167017	4167026	-
BSGatlas-TSS-3350	NC_000964.3	4167077	4167086	+
BSGatlas-TSS-3351	NC_000964.3	4167080	4167089	-
BSGatlas-TSS-3352	NC_000964.3	4168063	4168072	-
BSGatlas-TSS-3353	NC_000964.3	4168150	4168159	+
BSGatlas-TSS-3354	NC_000964.3	4168180	4168189	-
BSGatlas-TSS-3355	NC_000964.3	4169939	4169948	-
BSGatlas-TSS-3356	NC_000964.3	4169994	4170003	+
BSGatlas-TSS-3357	NC_000964.3	4170038	4170047	+
BSGatlas-TSS-3358	NC_000964.3	4171458	4171467	-
BSGatlas-TSS-3359	NC_000964.3	4172866	4172875	-
BSGatlas-TSS-3360	NC_000964.3	4172905	4172914	+
BSGatlas-TSS-3361	NC_000964.3	4172932	4172941	-
BSGatlas-TSS-3362	NC_000964.3	4177713	4177722	-
BSGatlas-TSS-3363	NC_000964.3	4178240	4178249	+
BSGatlas-TSS-3364	NC_000964.3	4180481	4180490	-
BSGatlas-TSS-3365	NC_000964.3	4180510	4180519	+
BSGatlas-TSS-3366	NC_000964.3	4183940	4183949	+
BSGatlas-TSS-3367	NC_000964.3	4183949	4183958	-
BSGatlas-TSS-3368	NC_000964.3	4185746	4185755	+
BSGatlas-TSS-3369	NC_000964.3	4185812	4185821	+
BSGatlas-TSS-3370	NC_000964.3	4186506	4186515	-
BSGatlas-TSS-3371	NC_000964.3	4189173	4189182	-
BSGatlas-TSS-3372	NC_000964.3	4189364	4189373	+
BSGatlas-TSS-3373	NC_000964.3	4189772	4189781	+
BSGatlas-TSS-3374	NC_000964.3	4191158	4191167	+
BSGatlas-TSS-3375	NC_000964.3	4191170	4191179	-
BSGatlas-TSS-3376	NC_000964.3	4194205	4194214	-
BSGatlas-TSS-3377	NC_000964.3	4194326	4194335	+
BSGatlas-TSS-3378	NC_000964.3	4195448	4195457	-
BSGatlas-TSS-3379	NC_000964.3	4197736	4197745	+
BSGatlas-TSS-3380	NC_000964.3	4197776	4197785	-
BSGatlas-TSS-3381	NC_000964.3	4199796	4199805	-
BSGatlas-TSS-3382	NC_000964.3	4201003	4201012	-
BSGatlas-TSS-3383	NC_000964.3	4203314	4203323	-
BSGatlas-TSS-3384	NC_000964.3	4203364	4203373	-
BSGatlas-TSS-3385	NC_000964.3	4204473	4204482	-
BSGatlas-TSS-3386	NC_000964.3	4204827	4204836	+
BSGatlas-TSS-3387	NC_000964.3	4205524	4205533	+
BSGatlas-TSS-3388	NC_000964.3	4207207	4207216	-
BSGatlas-TSS-3389	NC_000964.3	4207299	4207308	-
BSGatlas-TSS-3390	NC_000964.3	4207350	4207359	+
BSGatlas-TSS-3391	NC_000964.3	4213017	4213026	-
BSGatlas-TSS-3392	NC_000964.3	4213082	4213091	-
BSGatlas-TSS-3393	NC_000964.3	4213181	4213190	+
BSGatlas-TSS-3394	NC_000964.3	4214651	4214660	-
BSGatlas-TSS-3395	NC_000964.3	4215423	4215432	-
BSGatlas-TSS-3396	NC_000964.3	4215468	4215477	+
BSGatlas-TSS-3397	NC_000964.3	4215492	4215501	-
BSGatlas-5'UTR-37	NC_000964.3	52749	52763	+
BSGatlas-5'UTR-105	NC_000964.3	211415	211429	+
BSGatlas-5'UTR-579	NC_000964.3	937886	937900	+
BSGatlas-5'UTR-1280	NC_000964.3	1930250	1930264	+
BSGatlas-5'UTR-1514	NC_000964.3	2331721	2331735	-
BSGatlas-5'UTR-1672	NC_000964.3	2552639	2552653	+
BSGatlas-5'UTR-1929	NC_000964.3	2939833	2939847	-
BSGatlas-5'UTR-2242	NC_000964.3	3366068	3366082	-
BSGatlas-5'UTR-2503	NC_000964.3	3764907	3764921	-
BSGatlas-5'UTR-2530	NC_000964.3	3798267	3798281	+
BSGatlas-5'UTR-539	NC_000964.3	885614	885629	+
BSGatlas-5'UTR-568	NC_000964.3	929391	929406	+
BSGatlas-5'UTR-629	NC_000964.3	997160	997175	+
BSGatlas-5'UTR-710	NC_000964.3	1082805	1082820	-
BSGatlas-5'UTR-725	NC_000964.3	1102956	1102971	-
BSGatlas-5'UTR-794	NC_000964.3	1204491	1204506	+
BSGatlas-5'UTR-826	NC_000964.3	1233862	1233877	+
BSGatlas-5'UTR-1004	NC_000964.3	1461438	1461453	+
BSGatlas-5'UTR-1171	NC_000964.3	1716478	1716493	+
BSGatlas-5'UTR-1413	NC_000964.3	2136358	2136373	+
BSGatlas-5'UTR-1822	NC_000964.3	2773765	2773780	+
